Auction Title,Auction ID,Department,Close Date,Winning Bid,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status,Asset #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number,Cap,Expenses,Net Sales,Fund,Business Unit
Item 334,72098,PARKS,41533,233.67,10.89,0.23,53.74,64.63,Successful,,70295,Dec-84,,3610537350,3000,0,169.04,Enterprise,0
Item 335,76347,PARKS,41585,67.53,4.47,0.15,10.13,14.6,Failed,,77576,Dec-54,3017905876,3623452151,3000,0,52.93,Enterprise,0
Item 336,75003,OFM,41555,573.15,9.61,0.19,108.9,118.51,Failed,37858,79025,,3485274756,3623672324,3000,0,454.64,General Fund,0
Item 337,70837,GENERAL SERVICES,41574,391.96,8.12,0.24,94.07,102.19,Failed,68963,"72758, 74141",,,3627137425,3000,0,289.77,Enterprise,0
Item 338,74495,GENERAL SERVICES,41638,834.72,4.09,0.2,166.94,171.03,Pending,17562,"77096, 74566",,,3611413579,3000,0,663.69,General Fund,0
Item 339,77936,PUBLIC DEFENDER,41608,440.46,9.81,0.26,114.52,124.33,Pending,76350,"71013, 70529, 76053",,,3679045849,3000,0,316.13,Enterprise,0
Item 340,78972,GENERAL SERVICES,41543,411.64,3.13,0.19,78.21,81.34,Failed,23877,77492,,,3656559275,3000,0,330.3,General Fund,0
Item 341,73277,OFM,41563,294.42,6.08,0.26,76.55,82.63,Failed,21857,75250,,,3606282209,3000,0,211.79,Restricted Fund,0
Item 342,79348,GENERAL SERVICES,41516,957.36,6.82,0.29,277.63,284.45,Failed,57381,"70666, 73694",Dec-25,,3696649227,3000,0,672.91,General Fund,0
Item 343,73044,SCHOOL BOARD WAREHOUSE,41588,533.1,0.03,0.24,127.94,127.97,Pending,25974,73319,Dec-93,,3647940001,3000,0,405.13,General Fund,0
Item 344,79976,OFM,41634,983.56,11.63,0.26,255.73,267.36,Successful,,"74892, 70777, 72847",,,3659431265,3000,0,716.2,Restricted Fund,0
Item 345,79778,PARKS,41647,661.69,7.3,0.18,119.1,126.4,Pending,,79309,,,Money Order,3000,0,535.29,General Fund,0
Item 346,76631,ITS,41643,994.11,3.58,0.3,298.23,301.81,Pending,69726,79301,Dec-05,,3679312239,3000,0,692.3,Restricted Fund,0
Item 347,77447,PUBLIC DEFENDER,41654,28.97,10.37,0.19,5.5,15.87,Pending,12598,"74730, 78397",Dec-58,,3698269237,3000,0,13.1,Restricted Fund,0
Item 348,75538,GENERAL SERVICES,41622,563.68,4.7,0.16,90.19,94.89,Pending,,"78069, 72120, 73417",Dec-00,,3612547616,3000,0,468.79,Enterprise,0
Item 349,74185,OFM,41628,334.69,9.52,0.18,60.24,69.76,Failed,,"75296, 74968, 72664",,,Money Order,3000,0,264.93,General Fund,0
Item 350,72636,PUBLIC DEFENDER,41686,936.71,0.18,0.25,234.18,234.36,Failed,15121,77691,Dec-15,,Money Order,3000,0,702.35,Enterprise,0
Item 351,73078,PUBLIC DEFENDER,41570,922.82,8.39,0.1,92.28,100.67,Successful,36633,"75635, 79563",Dec-67,3171803528,3630574715,3000,0,822.15,General Fund,0
Item 352,71493,SCHOOL BOARD WAREHOUSE,41546,813.03,12.76,0.25,203.26,216.02,Pending,,74637,,3011646082,Money Order,3000,0,597.01,General Fund,0
Item 353,73024,PUBLIC DEFENDER,41545,881.86,13.46,0.19,167.55,181.01,Failed,,"72391, 78630",,,3651199488,3000,0,700.85,General Fund,0
Item 354,77874,ITS,41580,601.25,4.35,0.22,132.28,136.63,Successful,32678,"71357, 71893, 70185",,,3689721165,3000,0,464.62,Enterprise,0
Item 355,79349,OFM,41551,760.02,12.43,0.17,129.2,141.63,Successful,64840,"76707, 77050",,,3612824886,3000,0,618.39,General Fund,0
Item 356,73390,OFM,41577,501.87,2.07,0.24,120.45,122.52,Pending,56907,"71188, 73061, 73293",,3586310266,3645494892,3000,0,379.35,General Fund,0
Item 357,75378,OFM,41522,945.3,11.19,0.11,103.98,115.17,Pending,77645,77313,,,3685177228,3000,0,830.13,General Fund,0
Item 358,79901,GENERAL SERVICES,41604,192.13,11.24,0.29,55.72,66.96,Failed,48031,74379,,,Money Order,3000,0,125.17,Enterprise,0
Item 359,70384,SCHOOL BOARD WAREHOUSE,41601,798.25,5.04,0.21,167.63,172.67,Pending,76010,77304,Dec-81,3199588352,Money Order,3000,0,625.58,Restricted Fund,0
Item 360,70426,GENERAL SERVICES,41640,57.73,9.98,0.22,12.7,22.68,Successful,44396,"75267, 71391, 74778",,,3665604372,3000,0,35.05,General Fund,0
Item 361,73624,PARKS,41692,258.86,9.93,0.25,64.72,74.65,Pending,28144,"70592, 75487, 73413",Dec-02,3519044091,3668419227,3000,0,184.21,General Fund,0
Item 362,76186,SCHOOL BOARD WAREHOUSE,41568,843.34,10.66,0.26,219.27,229.93,Failed,56687,"73750, 73906, 77269",,3383260421,3692458178,3000,0,613.41,Restricted Fund,0
Item 363,75838,PARKS,41503,956.12,12.35,0.26,248.59,260.94,Successful,,"79263, 71651, 70974",Dec-98,,Money Order,3000,0,695.18,General Fund,0
Item 364,70725,PARKS,41670,957.69,11.14,0.24,229.85,240.99,Pending,67774,78020,Dec-38,,3630065642,3000,0,716.7,Enterprise,0
Item 365,78610,PARKS,41686,66.16,11.34,0.18,11.91,23.25,Successful,,76103,Dec-24,,3613313631,3000,0,42.91,Restricted Fund,0
Item 366,72085,ITS,41552,383.38,12.39,0.14,53.67,66.06,Failed,70867,78220,Dec-65,3436782602,3683390496,3000,0,317.32,Enterprise,0
Item 367,79292,OFM,41565,430.64,8.82,0.11,47.37,56.19,Failed,,77403,DEC-1021,,Money Order,3000,0,374.45,General Fund,0
Item 368,76247,ITS,41534,874.12,1.12,0.11,96.15,97.27,Successful,,71538,Dec-83,,3671143745,3000,0,776.85,Enterprise,0
Item 369,72008,GENERAL SERVICES,41653,587.88,12.1,0.15,88.18,100.28,Successful,58093,70835,,3445737445,3603665264,3000,0,487.6,General Fund,0
Item 370,78847,GENERAL SERVICES,41567,910.58,14.99,0.23,209.43,224.42,Failed,63024,"73283, 79406, 77908",,,3626040725,3000,0,686.16,Enterprise,0
Item 371,77365,ITS,41646,455.1,2.92,0.27,122.88,125.8,Pending,69237,"74702, 76368, 79275",Dec-34,,Money Order,3000,0,329.3,Restricted Fund,0
Item 372,74091,GENERAL SERVICES,41585,193.69,9.72,0.18,34.86,44.58,Pending,21553,74252,Dec-75,,3668830132,3000,0,149.11,Restricted Fund,0
Item 373,77319,OFM,41653,274.81,10.48,0.16,43.97,54.45,Successful,36971,74408,Dec-24,,3667866400,3000,0,220.36,Restricted Fund,0
Item 374,72501,OFM,41700,282.09,5.03,0.3,84.63,89.66,Failed,,"79849, 79170, 79400",,,Money Order,3000,0,192.43,Restricted Fund,0
Item 375,71741,ITS,41580,52.07,11.4,0.23,11.98,23.38,Successful,23154,72686,Dec-05,,Money Order,3000,0,28.69,Enterprise,0
Item 376,79009,SCHOOL BOARD WAREHOUSE,41673,573.66,1.92,0.18,103.26,105.18,Successful,98482,79708,,,3619437881,3000,0,468.48,Restricted Fund,0
Item 377,71767,SCHOOL BOARD WAREHOUSE,41616,552.88,5.53,0.2,110.58,116.11,Successful,15121,73119,,,3606731281,3000,0,436.77,Enterprise,0
Item 378,75950,SCHOOL BOARD WAREHOUSE,41566,962.43,8.79,0.14,134.74,143.53,Successful,,78781,,3497900873,3641485645,3000,0,818.9,General Fund,0
Item 379,72141,PUBLIC DEFENDER,41516,411.92,2.52,0.27,111.22,113.74,Pending,49375,72906,,,3602129573,3000,0,298.18,Restricted Fund,0
Item 380,74895,OFM,41612,893.65,12.83,0.29,259.16,271.99,Pending,,73893,,,3647609726,3000,0,621.66,General Fund,0
Item 381,76128,OFM,41618,977.6,13.78,0.18,175.97,189.75,Pending,58878,"75293, 78481, 76159",,3520623250,3632265353,3000,0,787.85,Enterprise,0
Item 382,75536,PUBLIC DEFENDER,41512,818.77,8.93,0.11,90.06,98.99,Pending,54350,"77830, 71384, 77795",,,Money Order,3000,0,719.78,Restricted Fund,0
Item 383,79116,PARKS,41678,501.89,9.56,0.15,75.28,84.84,Failed,,"70887, 70877, 72903",,3340014415,Money Order,3000,0,417.05,Enterprise,0
Item 384,74247,OFM,41611,630.67,1.76,0.24,151.36,153.12,Pending,,"70104, 76118",,,3669991218,3000,0,477.55,Enterprise,0
Item 385,79808,OFM,41615,690.06,6.19,0.14,96.61,102.8,Pending,39706,76206,,,3680872915,3000,0,587.26,Restricted Fund,0
Item 386,74035,PUBLIC DEFENDER,41528,155.7,9.37,0.29,45.15,54.52,Failed,,71583,Dec-08,,3642567957,3000,0,101.18,Enterprise,0
Item 387,72585,PARKS,41567,685.03,13.27,0.21,143.86,157.13,Successful,72089,"71181, 79800, 75982",,,3681047779,3000,0,527.9,Enterprise,0
Item 388,72708,ITS,41526,131.9,8.24,0.16,21.1,29.34,Failed,45937,77543,,,3631945503,3000,0,102.56,Enterprise,0
Item 389,74300,SCHOOL BOARD WAREHOUSE,41662,166.22,2.19,0.26,43.22,45.41,Successful,20494,75145,,,3677100946,3000,0,120.81,Restricted Fund,0
Item 390,72165,OFM,41591,765.6,12.69,0.15,114.84,127.53,Pending,90055,"72760, 76481, 79798",Dec-14,,3681869906,3000,0,638.07,General Fund,0
Item 391,75683,OFM,41572,14.98,10.86,0.15,2.25,13.11,Pending,58545,"70787, 78268, 77215",Dec-62,,Money Order,3000,0,1.87,Enterprise,0
Item 392,71386,PARKS,41699,590.29,3.81,0.27,159.38,163.19,Pending,,"76590, 70311, 74321",Dec-67,,3632406186,3000,0,427.1,Enterprise,0
Item 393,75313,GENERAL SERVICES,41549,171.18,12.48,0.28,47.93,60.41,Failed,10817,76338,Dec-17,3390739393,Money Order,3000,0,110.77,Restricted Fund,0
Item 394,71368,GENERAL SERVICES,41524,505.6,8.21,0.25,126.4,134.61,Failed,,78063,,,Money Order,3000,0,370.99,Enterprise,0
Item 395,72138,GENERAL SERVICES,41563,353.23,0.96,0.12,42.39,43.35,Pending,52134,74142,Dec-58,,3610527503,3000,0,309.88,General Fund,0
Item 396,78718,SCHOOL BOARD WAREHOUSE,41615,320.85,12.89,0.12,38.5,51.39,Failed,23693,72474,,,3674385361,3000,0,269.46,Restricted Fund,0
Item 397,75089,SCHOOL BOARD WAREHOUSE,41606,983.05,12.02,0.24,235.93,247.95,Pending,,"74901, 72895, 74438",Dec-09,,Money Order,3000,0,735.1,Restricted Fund,0
Item 398,74735,SCHOOL BOARD WAREHOUSE,41561,196.07,14.6,0.2,39.21,53.81,Successful,39189,"70996, 73937",Dec-54,,3651344409,3000,0,142.26,Enterprise,0
Item 399,75249,SCHOOL BOARD WAREHOUSE,41690,81.38,2.15,0.19,15.46,17.61,Failed,,71405,,3458237141,3625026447,3000,0,63.77,General Fund,0
Item 400,74348,PARKS,41528,567.77,6.32,0.16,90.84,97.16,Pending,47613,"77436, 72146, 73323",DEC-1122,,3614873962,3000,0,470.61,Restricted Fund,0
Item 401,74189,SCHOOL BOARD WAREHOUSE,41567,898.8,2.43,0.19,170.77,173.2,Successful,42929,"75953, 76323, 71301",,,3607339044,3000,0,725.6,Restricted Fund,0
Item 402,72529,PUBLIC DEFENDER,41657,307.08,10.95,0.16,49.13,60.08,Successful,69502,77856,,,3695181054,3000,0,247,General Fund,0
Item 403,73473,ITS,41599,330.98,10.56,0.23,76.13,86.69,Pending,91902,"70871, 75505, 79679",,,3688489681,3000,0,244.29,General Fund,0
Item 404,79249,OFM,41700,23.16,8.11,0.1,2.32,10.43,Pending,36977,"71122, 73754, 74152",Dec-92,,3666191496,3000,0,12.73,Enterprise,0
Item 405,79352,ITS,41507,225.75,6.95,0.12,27.09,34.04,Failed,,"72846, 73280",Dec-69,,3672169506,3000,0,191.71,General Fund,0
Item 406,70790,SCHOOL BOARD WAREHOUSE,41516,575.75,9.83,0.18,103.63,113.46,Pending,66754,"70507, 73868",,,3625417727,3000,0,462.29,Enterprise,0
Item 407,76968,GENERAL SERVICES,41674,257.65,0.99,0.19,48.95,49.94,Pending,37255,"71327, 71418",Dec-11,,3636302766,3000,0,207.71,General Fund,0
Item 408,77395,ITS,41610,290.93,6.77,0.28,81.46,88.23,Pending,28259,"71130, 74516",Dec-38,3308209901,Money Order,3000,0,202.7,General Fund,0
Item 409,70179,OFM,41516,195.9,0.23,0.27,52.89,53.12,Pending,72622,79352,Dec-24,,3657277562,3000,0,142.78,Enterprise,0
Item 410,72063,PARKS,41522,700.02,11.98,0.14,98,109.98,Pending,26196,"70785, 77957",,3033675659,3673000568,3000,0,590.04,Restricted Fund,0
Item 411,74895,ITS,41591,536.7,2.24,0.29,155.64,157.88,Successful,80774,75732,,,3629756529,3000,0,378.82,Enterprise,0
Item 412,74764,SCHOOL BOARD WAREHOUSE,41527,820.48,13.95,0.13,106.66,120.61,Successful,77608,"71803, 79745",Dec-99,,3610997499,3000,0,699.87,Restricted Fund,0
Item 413,79733,OFM,41606,883.95,2.51,0.16,141.43,143.94,Pending,47393,73376,Dec-31,3147231253,3620814865,3000,0,740.01,Restricted Fund,0
Item 414,71602,SCHOOL BOARD WAREHOUSE,41680,475.74,8.09,0.27,128.45,136.54,Failed,45834,"70006, 78151, 78414",,,3605525543,3000,0,339.2,Restricted Fund,0
Item 415,70194,GENERAL SERVICES,41627,311.91,0.78,0.11,34.31,35.09,Successful,63451,"79872, 71345, 79948",,,Money Order,3000,0,276.82,Restricted Fund,0
Item 416,78738,GENERAL SERVICES,41607,319.16,0.47,0.2,63.83,64.3,Failed,55635,"72211, 76706, 78176",Dec-60,,3628160803,3000,0,254.86,General Fund,0
Item 417,71094,PUBLIC DEFENDER,41562,678.95,2.5,0.27,183.32,185.82,Successful,52438,70577,Dec-81,,3692526461,3000,0,493.13,Restricted Fund,0
Item 418,76470,PARKS,41616,104.87,7.81,0.14,14.68,22.49,Failed,83092,72255,Dec-97,,3659229103,3000,0,82.38,General Fund,0
Item 419,78146,OFM,41506,560.62,8.17,0.25,140.16,148.33,Failed,,"72597, 74291",,3317236243,3654813686,3000,0,412.29,General Fund,0
Item 420,70787,PARKS,41655,310.5,11.9,0.22,68.31,80.21,Failed,,79666,,,3652160753,3000,0,230.29,General Fund,0
Item 421,76045,PUBLIC DEFENDER,41597,468.21,2.6,0.25,117.05,119.65,Successful,73097,"73472, 78990",,3205372942,3640940361,3000,0,348.56,General Fund,0
Item 422,71906,GENERAL SERVICES,41674,142.43,10.13,0.18,25.64,35.77,Successful,48319,"74594, 79001, 72062",Dec-76,,3626992812,3000,0,106.66,General Fund,0
Item 423,78179,OFM,41549,251.79,0.35,0.11,27.7,28.05,Pending,20213,70775,Dec-39,3221206610,Money Order,3000,0,223.74,General Fund,0
Item 424,72019,PARKS,41616,805.93,1.28,0.29,233.72,235,Failed,,"72728, 72050, 70995",Dec-00,,3651175356,3000,0,570.93,General Fund,0
Item 425,76319,ITS,41554,734.8,2.16,0.17,124.92,127.08,Pending,,74341,Dec-64,,Money Order,3000,0,607.72,General Fund,0
Item 426,79517,OFM,41633,570.47,10.21,0.22,125.5,135.71,Pending,65583,79154,Dec-88,,3613843004,3000,0,434.76,General Fund,0
Item 427,70985,ITS,41522,631.34,11.82,0.23,145.21,157.03,Pending,,76509,DEC-1634,,3651774678,3000,0,474.31,Enterprise,0
Item 428,76003,PARKS,41512,22.77,5.04,0.12,2.73,7.77,Pending,,"70994, 76998",,,3671252080,3000,0,15,General Fund,0
Item 429,72055,PUBLIC DEFENDER,41537,776.61,11.94,0.12,93.19,105.13,Successful,,75952,,,Money Order,3000,0,671.48,General Fund,0
Item 430,73590,PARKS,41554,589.44,11.27,0.18,106.1,117.37,Failed,,"77758, 77825",DEC-1798,,3600989607,3000,0,472.07,Restricted Fund,0
Item 431,72473,PUBLIC DEFENDER,41618,503.13,14.25,0.24,120.75,135,Successful,91418,70919,DEC-1122,,3621217740,3000,0,368.13,Restricted Fund,0
Item 432,71113,GENERAL SERVICES,41512,470.65,7.16,0.15,70.6,77.76,Pending,87484,"73740, 73969",Dec-12,3497997745,3666936291,3000,0,392.89,Enterprise,0
Item 433,72333,SCHOOL BOARD WAREHOUSE,41595,771.17,12.13,0.2,154.23,166.36,Pending,15753,"70747, 75108, 75631",,,3608563889,3000,0,604.81,General Fund,0
Item 434,74966,OFM,41553,484.09,2.2,0.13,62.93,65.13,Pending,,"75498, 79955, 72056",Dec-54,,Money Order,3000,0,418.96,General Fund,0
Item 435,74769,ITS,41580,304.33,6.05,0.24,73.04,79.09,Failed,,"77291, 74816, 76372",Dec-61,,Money Order,3000,0,225.24,Restricted Fund,0
Item 436,77736,SCHOOL BOARD WAREHOUSE,41600,561.25,6.96,0.14,78.58,85.54,Successful,10731,"72494, 76432, 73387",,,3642583701,3000,0,475.71,General Fund,0
Item 437,73450,SCHOOL BOARD WAREHOUSE,41509,336.01,6.01,0.13,43.68,49.69,Failed,66117,"79838, 78694",Dec-15,,3625517772,3000,0,286.32,Restricted Fund,0
Item 438,75031,OFM,41656,420.17,4.78,0.1,42.02,46.8,Successful,,71762,Dec-54,,3637470554,3000,0,373.37,Enterprise,0
Item 439,76063,ITS,41625,817.22,13.16,0.17,138.93,152.09,Pending,53406,"75172, 72282, 72184",,,3649000218,3000,0,665.13,Enterprise,0
Item 440,70315,GENERAL SERVICES,41690,945.89,8.79,0.29,274.31,283.1,Successful,63553,"76305, 71843, 70594",,,3698232156,3000,0,662.79,Restricted Fund,0
Item 441,72244,ITS,41586,271.37,0.76,0.26,70.56,71.32,Pending,17750,"74748, 78130",,,3658046203,3000,0,200.05,Restricted Fund,0
Item 442,71820,ITS,41569,958.47,10.82,0.21,201.28,212.1,Failed,43547,77341,Dec-23,,3642566075,3000,0,746.37,General Fund,0
Item 443,77706,PUBLIC DEFENDER,41528,848.44,13.75,0.24,203.63,217.38,Successful,66300,"76370, 78472",,,3663929499,3000,0,631.06,Restricted Fund,0
Item 444,77315,SCHOOL BOARD WAREHOUSE,41647,398.73,11.02,0.24,95.7,106.72,Pending,49055,"75849, 79846",,,3674793579,3000,0,292.01,Enterprise,0
Item 445,76247,SCHOOL BOARD WAREHOUSE,41615,498.69,5,0.21,104.72,109.72,Failed,42916,70596,Dec-18,,3641393075,3000,0,388.97,Enterprise,0
Item 446,76917,GENERAL SERVICES,41625,178.95,12.5,0.18,32.21,44.71,Pending,,78719,Dec-01,,3656601187,3000,0,134.24,Restricted Fund,0
Item 447,76258,PARKS,41618,543,5.4,0.16,86.88,92.28,Successful,,"76784, 79468, 79432",Dec-67,,3698124020,3000,0,450.72,Enterprise,0
Item 448,77974,SCHOOL BOARD WAREHOUSE,41683,908.2,4.59,0.29,263.38,267.97,Successful,94441,"77342, 77784",Dec-43,3188099892,3613092707,3000,0,640.23,General Fund,0
Item 449,71393,SCHOOL BOARD WAREHOUSE,41620,635.92,10.19,0.21,133.54,143.73,Successful,,"79304, 79415",Dec-10,3547139718,3659468424,3000,0,492.19,Restricted Fund,0
Item 450,70049,PARKS,41503,843.98,4.56,0.22,185.68,190.24,Failed,,"72066, 72600, 71173",Dec-03,,3652946523,3000,0,653.74,Restricted Fund,0
Item 451,72015,ITS,41658,956.21,1.26,0.27,258.18,259.44,Successful,,72594,,,3694505652,3000,0,696.77,Enterprise,0
Item 452,77389,PARKS,41700,468.41,4.21,0.3,140.52,144.73,Successful,54257,"75533, 74194",DEC-1288,3132661315,3664465743,3000,0,323.68,Restricted Fund,0
Item 453,74949,ITS,41589,908.17,0.69,0.18,163.47,164.16,Successful,73653,"79373, 71304",Dec-38,,3634970229,3000,0,744.01,Restricted Fund,0
Item 454,71869,PARKS,41527,647.48,13.5,0.27,174.82,188.32,Pending,36048,"76805, 71160",,,Money Order,3000,0,459.16,General Fund,0
Item 455,72394,ITS,41576,489.39,7.91,0.25,122.35,130.26,Pending,,"75092, 78626, 77571",Dec-39,,3686391889,3000,0,359.13,Enterprise,0
Item 456,73302,SCHOOL BOARD WAREHOUSE,41640,845.92,2.15,0.24,203.02,205.17,Successful,31920,"70024, 74641",Dec-42,,3692947928,3000,0,640.75,Enterprise,0
Item 457,70130,ITS,41625,634.63,12.84,0.18,114.23,127.07,Pending,68638,75752,,,3679312555,3000,0,507.56,Enterprise,0
Item 458,71978,ITS,41593,58.62,4.5,0.22,12.9,17.4,Failed,12839,"79866, 78590",Dec-88,,Money Order,3000,0,41.22,General Fund,0
Item 459,76010,SCHOOL BOARD WAREHOUSE,41684,657.59,0.47,0.19,124.94,125.41,Failed,98160,"73850, 75861",Dec-55,,3644536180,3000,0,532.18,Enterprise,0
Item 460,77909,GENERAL SERVICES,41644,322.17,6.11,0.1,32.22,38.33,Pending,,"70904, 77314",Dec-41,3334270557,3603523391,3000,0,283.84,Enterprise,0
Item 461,78549,OFM,41513,914.34,13.82,0.25,228.59,242.41,Failed,68510,70284,,,3647413189,3000,0,671.93,General Fund,0
Item 462,71924,PARKS,41682,806.49,12.79,0.17,137.1,149.89,Successful,25138,"73695, 75439, 78201",Dec-13,3511274748,Money Order,3000,0,656.6,Enterprise,0
Item 463,77278,PARKS,41698,82.17,7.58,0.24,19.72,27.3,Successful,86995,77412,Dec-98,,3615899061,3000,0,54.87,General Fund,0
Item 464,72329,PUBLIC DEFENDER,41527,678.82,12.71,0.22,149.34,162.05,Failed,13997,"74683, 71087",Dec-58,,3626284217,3000,0,516.77,Restricted Fund,0
Item 465,76049,SCHOOL BOARD WAREHOUSE,41525,256.35,1.11,0.2,51.27,52.38,Failed,92527,"71738, 74613, 77408",,,3686786976,3000,0,203.97,General Fund,0
Item 466,75048,PUBLIC DEFENDER,41528,609.09,9.96,0.13,79.18,89.14,Failed,78450,70742,,3195879920,Money Order,3000,0,519.95,General Fund,0
Item 467,70641,PARKS,41567,842.67,10.99,0.21,176.96,187.95,Pending,,"72174, 79874, 70017",Dec-92,,Money Order,3000,0,654.72,Restricted Fund,0
Item 468,72430,PUBLIC DEFENDER,41650,682.85,12.22,0.21,143.4,155.62,Successful,82014,"71438, 71385, 75885",,,Money Order,3000,0,527.23,General Fund,0
Item 469,77273,GENERAL SERVICES,41611,755.26,3.21,0.21,158.6,161.81,Failed,13445,"76584, 70415, 72719",,,3605296055,3000,0,593.45,Restricted Fund,0
Item 470,76248,PUBLIC DEFENDER,41514,96.83,7.86,0.25,24.21,32.07,Successful,87590,78905,,3569684136,3683853411,3000,0,64.76,Restricted Fund,0
Item 471,72356,ITS,41672,18.43,13.92,0.24,4.42,18.34,Successful,,"75883, 74494, 75098",,,3620394978,3000,0,0.09,Restricted Fund,0
Item 472,72929,PARKS,41630,436.21,6.82,0.17,74.16,80.98,Failed,,"72297, 76342, 76636",Dec-24,3261428442,Money Order,3000,0,355.23,Enterprise,0
Item 473,74395,OFM,41591,945.8,8.66,0.23,217.53,226.19,Successful,22167,"76906, 79312",,,3663377979,3000,0,719.61,General Fund,0
Item 474,71783,ITS,41607,450.23,10.61,0.27,121.56,132.17,Successful,32550,75293,,3594792755,3635483941,3000,0,318.06,Restricted Fund,0
Item 475,77951,ITS,41682,77.26,8.42,0.27,20.86,29.28,Pending,38315,70483,Dec-38,,Money Order,3000,0,47.98,General Fund,0
Item 476,70702,GENERAL SERVICES,41502,632.45,10.35,0.26,164.44,174.79,Failed,84188,"73363, 78709, 73076",,,3604807403,3000,0,457.66,Enterprise,0
Item 477,75674,PARKS,41667,366.48,3.59,0.17,62.3,65.89,Failed,48239,72990,,,3619169416,3000,0,300.59,Restricted Fund,0
Item 478,79426,OFM,41550,770.22,0.58,0.22,169.45,170.03,Successful,,72744,Dec-70,3403572742,3619265676,3000,0,600.19,General Fund,0
Item 479,75734,PUBLIC DEFENDER,41655,565.98,9.96,0.18,101.88,111.84,Successful,,79591,,,3639153990,3000,0,454.14,Restricted Fund,0
Item 480,78358,ITS,41628,601.25,6.6,0.25,150.31,156.91,Pending,60023,"74231, 71294",,,3641838013,3000,0,444.34,Enterprise,0
Item 481,72584,OFM,41681,745.07,13.11,0.13,96.86,109.97,Pending,,"77675, 72463, 72035",Dec-13,,3626219399,3000,0,635.1,General Fund,0
Item 482,77070,ITS,41508,964.07,2.76,0.26,250.66,253.42,Failed,70777,79002,,,Money Order,3000,0,710.65,General Fund,0
Item 483,71414,OFM,41560,602.66,10.85,0.19,114.51,125.36,Failed,,76154,,,Money Order,3000,0,477.3,Restricted Fund,0
Item 484,75118,PUBLIC DEFENDER,41506,645.78,14.08,0.11,71.04,85.12,Successful,51150,"74198, 79054, 75796",,,Money Order,3000,0,560.66,General Fund,0
Item 485,79040,ITS,41501,487.11,1.7,0.29,141.26,142.96,Pending,88697,73795,,3284329481,Money Order,3000,0,344.15,Restricted Fund,0
Item 486,75087,PUBLIC DEFENDER,41613,313.89,12.79,0.22,69.06,81.85,Pending,67382,"73382, 75154",Dec-02,,3668038447,3000,0,232.04,General Fund,0
Item 487,70869,PUBLIC DEFENDER,41570,207.2,8.03,0.14,29.01,37.04,Pending,29706,71745,Dec-71,,3665165712,3000,0,170.16,Enterprise,0
Item 488,77257,ITS,41653,348.06,14.27,0.25,87.02,101.29,Failed,39269,"76751, 78907",,3110148629,Money Order,3000,0,246.77,Restricted Fund,0
Item 489,71350,OFM,41553,190.85,9.24,0.15,28.63,37.87,Successful,29841,"79503, 73334, 77508",DEC-1626,,3670771256,3000,0,152.98,Enterprise,0
Item 490,77124,PUBLIC DEFENDER,41588,445.74,3.03,0.12,53.49,56.52,Successful,45034,"73540, 73787, 77461",Dec-60,,3699821776,3000,0,389.22,General Fund,0
Item 491,78265,GENERAL SERVICES,41640,987.8,9,0.1,98.78,107.78,Pending,,"71113, 70796",,,3625582088,3000,0,880.02,General Fund,0
Item 492,74830,GENERAL SERVICES,41590,574.43,11.86,0.18,103.4,115.26,Failed,93509,"78204, 73329",Dec-83,,3629574163,3000,0,459.17,Enterprise,0
Item 493,74600,SCHOOL BOARD WAREHOUSE,41632,941.1,14.13,0.18,169.4,183.53,Successful,,"70981, 78631",Dec-50,3489699239,Money Order,3000,0,757.57,General Fund,0
Item 494,70818,PARKS,41525,498.62,7.99,0.2,99.72,107.71,Pending,70316,70900,Dec-70,,3606181982,3000,0,390.91,General Fund,0
Item 495,77056,OFM,41595,32.85,14.56,0.27,8.87,23.43,Pending,10471,"70700, 74122, 71522",,,Money Order,3000,0,9.42,General Fund,0
Item 496,70136,SCHOOL BOARD WAREHOUSE,41623,684.1,1.98,0.12,82.09,84.07,Successful,,"79194, 78736",,,Money Order,3000,0,600.03,Enterprise,0
Item 497,79821,GENERAL SERVICES,41581,683.42,10.38,0.19,129.85,140.23,Successful,33672,78258,,3276862595,3674990679,3000,0,543.19,Enterprise,0
Item 498,79825,SCHOOL BOARD WAREHOUSE,41523,729.51,11.87,0.23,167.79,179.66,Failed,52772,"78619, 70806",DEC-1642,3021299004,Money Order,3000,0,549.85,Restricted Fund,0
Item 499,79873,ITS,41500,820.06,1.29,0.23,188.61,189.9,Failed,32439,"70765, 70013",Dec-57,,3637617365,3000,0,630.16,General Fund,0
Item 500,76108,GENERAL SERVICES,41546,167.91,3.65,0.26,43.66,47.31,Failed,82280,74642,,,3634523948,3000,0,120.6,General Fund,0
Item 501,73599,GENERAL SERVICES,41533,443.22,3.82,0.3,132.97,136.79,Successful,60853,"77885, 78344, 72568",,,3649287370,3000,0,306.43,Enterprise,0
Item 502,74109,PUBLIC DEFENDER,41605,799.33,11.97,0.18,143.88,155.85,Successful,,"72950, 74222",,,Money Order,3000,0,643.48,Enterprise,0
Item 503,71209,PARKS,41636,60.23,7.01,0.13,7.83,14.84,Failed,,"78002, 70475, 74975",Dec-30,3524866729,Money Order,3000,0,45.39,Enterprise,0
